"# Di Mauro Antonio, Murgese Fabio",,
# deemoore,,
# ML-CUP19 v1,,
# 11/06/2020,,
1,2.964741788442401216e+01,-4.428548057547506467e+00
2,1.149881056350930564e+01,-8.218917311759676991e+00
3,1.801251090601048332e+01,-1.465984339536127301e+01
4,1.505158478010742051e+01,-1.221598832059190087e+01
5,2.495671539280754558e+01,-8.785168198294563524e+00
6,1.566525324737451363e+01,-1.267050548099425633e+01
7,8.893153490807076622e+00,-5.576321106011751461e+00
8,1.098868320734584714e+01,-7.657892314418435653e+00
9,7.910113529269722221e+00,-4.427187629087696585e+00
10,1.247276362259066929e+01,-9.707505483623696918e+00
11,6.415753237194534719e+00,-2.735345438353352865e+00
12,1.926988257549855277e+01,-1.390641481286845504e+01
13,1.374897712784926540e+01,-1.075359035320523660e+01
14,1.458429937158116196e+01,-1.142105449590015454e+01
15,1.901104341833583433e+01,-1.423221610404242732e+01
16,1.187287204694846920e+01,-8.722316270365848112e+00
17,6.972617335577111497e+00,-2.763054038971937132e+00
18,2.850729392980617405e+01,-5.643621893985470095e+00
19,2.823388315912477609e+01,-6.002129834755673521e+00
20,4.559714329223599982e+00,-7.750880302328680971e-01
21,1.507154187221270547e+01,-1.199932747066778660e+01
22,2.979305065440735589e+01,-4.192533998988670518e+00
23,1.493447740668493573e+01,-1.215610394673787376e+01
24,1.973307989700797194e+01,-1.351637929212871825e+01
25,1.938921621879233825e+01,-1.391517393092478549e+01
26,1.854244397189987126e+01,-1.456344565610732822e+01
27,1.272602178745636259e+01,-9.526316844669032946e+00
28,1.087307029105329370e+01,-7.744856888283230489e+00
29,2.844394549041037124e+01,-5.774626714256844373e+00
30,2.639346426174879667e+01,-7.508284666296578536e+00
31,1.195035371126697754e+01,-8.787896014215419882e+00
32,1.042038361733214913e+01,-6.589502395509263089e+00
33,2.477746297328620528e+01,-9.006386155901125790e+00
34,2.544891332069707346e+01,-8.236808538413985303e+00
35,2.124859928035343515e+01,-1.220426788672877194e+01
36,1.440599770935442514e+01,-1.122251995318139350e+01
37,2.146907913737133811e+01,-1.210527517675927456e+01
38,4.619358532363317948e+00,-9.081738259618876707e-01
39,1.479671236433005532e+01,-1.167570509053752836e+01
40,2.064409933105725869e+01,-1.285546695312401155e+01
41,6.031358848461229272e+00,-2.333214040236470499e+00
42,1.287602133423376394e+01,-9.703144314719143182e+00
43,1.506363205789763526e+01,-1.204108548841728599e+01
44,8.011745856282971090e+00,-4.611544177487658658e+00
45,1.893801797700866985e+01,-1.421469976605216878e+01
46,2.456909920624567789e+01,-9.170815390904424547e+00
47,6.122005446801269457e+00,-2.139907454503437112e+00
48,3.695206246914903403e+00,1.314760768353447629e-01
49,1.684090961812226084e+01,-1.381340138576429943e+01
50,2.662150108967338724e+01,-7.251229227905747088e+00
51,2.794617211996559192e+01,-6.203197188706173648e+00
52,1.692688584296000798e+01,-1.389665718047787379e+01
53,2.970064735906204589e+01,-4.606460547991662935e+00
54,7.156116930837379542e+00,-3.610338936557009326e+00
55,5.462935759368701127e+00,-1.830479437125528408e+00
56,2.027765301262735065e+01,-1.315144756658523839e+01
57,4.057535560215554504e+00,-3.487322164391973289e-01
58,2.964737396473774922e+01,-4.428590664159392176e+00
59,1.879105034017863218e+01,-1.439677397433587203e+01
60,5.378796871631780441e+00,-1.700107850569571477e+00
61,1.745782954239694007e+01,-1.445630289433557891e+01
62,1.819500832774947341e+01,-1.472337281559251743e+01
63,1.275729196000214216e+01,-9.389037155613648267e+00
64,2.376377298018764961e+01,-9.847306916524503961e+00
65,1.888624392272440033e+01,-1.428715150222525310e+01
66,2.036436185584664926e+01,-1.298018441636342146e+01
67,2.656826391203752280e+01,-7.360652410593243822e+00
68,3.587375487573940092e+00,1.676111812517800115e-01
69,1.018011561867126247e+01,-6.413137064446901903e+00
70,1.862853558470557758e+01,-1.444771039932412826e+01
